"","Family","Genus","species","Time","Locality","County","Source","Museum.ID","Year.Collected","Height.mm","Length.mm","Thickness.1","Thickness.2","Thickness.3","Thickness.4","Thickness.5","Thickness.6","Thickness.7","size","mean_thickness","logsize","logthickness","size_meancentered"
"828","Veneridae","Chione","undatella","Pleistocene","Ariel Suites Project, southwest corner of Beech St. & Kettner Boulevard, Little Italy, City of San Diego","San Diego","SDMNH","6637.133846","2012",30.58,"35.06",8.75,"2.223",1.775,1.781,"1.516","1.719","1.627",32.74,2.77,3.48859757194299,1.01884732019925,0.225452609874604
"829","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",25.26,"27.47",4.71,"1.817",0.86,0.958,"1.337","1.691","1.165",26.34,1.79,3.27108869631514,0.582215619852664,-0.244135620504036
"830","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",25.11,"27.86",5.21,"2.591",2.27,1.886,"2.138","1.985","1.486",26.45,2.51,3.27525615830431,0.920282753143692,-0.239968158514862
"831","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",25.22,"28.44",4.84,"2.286",1.73,1.596,"1.458","1.513","1.654",26.78,2.15,3.28765534026303,0.765467842139571,-0.227568976556144
"832","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",25.51,"28.28",5.39,"3.009",1.982,1.53,"0.879","0.93","1.151",26.86,2.12,3.29063819109509,0.751416088683921,-0.224586125724079
"833","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",26.49,"28.71",4.86,"1.897",1.687,2.276,"1.901","1.822","1.217",27.58,2.24,3.31709087236516,0.806475865866949,-0.198133444454015
"834","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",26.38,"29.24",5.22,"2.743",2.395,2.17,"1.909","1.644","1.633",27.77,2.53,3.32395630131871,0.928219302739429,-0.191268015500463
"835","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",27.46,"30.25",5.44,"3.375",3.213,3.055,"2.54","2.204","1.324",28.82,3.02,3.36106959057138,1.10525683138678,-0.154154726247795
"836","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",26.63,"31.61",6,"2.878",2.107,2.095,"1.429","1.632","1.33",29.01,2.5,3.36764059813331,0.916290731874155,-0.147583718685858
"837","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",27.45,"31.04",6.02,"3.078",2.469,2.466,"2.458","1.726","1.345",29.19,2.79,3.37382618486602,1.02604159583327,-0.141398131953147
"838","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",27.82,"31.68",6.09,"2.82",1.574,2.494,"2.344","2.201","1.801",29.69,2.76,3.39081028877567,1.01523067972906,-0.124414028043502
"839","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",27.96,"32.62",6.14,"2.568",1.701,2.108,"1.953","2.063","1.746",30.2,2.61,3.40784192438082,0.959350221334602,-0.107382392438347
"840","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",28.44,"32.18",6.6,"3.252",2.941,2.269,"2.571","2.735","1.979",30.25,3.19,3.40949618447685,1.16002091679675,-0.10572813234232
"841","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",28.8,"32.64",5.73,"3.036",2.425,2.5,"1.849","1.818","1.386",30.66,2.68,3.42295887344367,0.985816794522765,-0.0922654433755028
"842","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",28.77,"32.79",6.13,"2.972",2.55,2.521,"1.994","1.724","1.691",30.71,2.8,3.42458833445273,1.02961941718116,-0.09063598236644
"843","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",29.75,"32.74",6.29,"2.841",2.049,2.37,"2.419","2.176","2.12",31.21,2.9,3.44073855628269,1.06471073699243,-0.0744857605364828
"844","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",29.58,"33.04",6.62,"3.182",2.176,2.068,"2.377","2.341","2.157",31.26,2.99,3.44233932499333,1.0952733874026,-0.0728849918258403
"845","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",30.23,"33.35",7.18,"3.01",2.714,2.304,"2.918","2.4","1.679",31.75,3.17,3.4578927253387,1.15373158788919,-0.05733159148047
"846","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",29.64,"36.04",6.29,"2.913",2.808,2.326,"2.201","2.156","1.897",32.68,2.94,3.4867632699918,1.07840958135059,-0.0284610468273687
"847","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",31.36,"35.12",6.98,"3.593",3.163,3.035,"2.602","2.589","1.69",33.19,3.38,3.50224862573188,1.21787570949493,-0.0129756910872878
"848","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",32.84,"34.87",6.84,"3.984",3.599,3.275,"2.782","2.13","1.889",33.84,3.5,3.52164353473802,1.25276296849537,0.00641921791885203
"849","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",31.97,"36.52",7.47,"3.546",2.393,2.633,"1.636","2.098","2.001",34.17,3.11,3.5313480661272,1.13462272619114,0.0161237493080297
"850","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",33.76,"37.09",6.86,"3.156",2.162,2.397,"2.291","2.086","1.765",35.39,2.96,3.56642929435737,1.08518926833597,0.0512049775382013
"851","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",33.13,"38.15",6.7,"2.916",2.772,3.017,"2.871","2.551","1.588",35.55,3.2,3.57094015624925,1.16315080980568,0.055715839430079
"852","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",33.58,"37.95",7.57,"3.423",2.691,1.896,"1.991","1.82","1.439",35.7,2.98,3.57515068878559,1.09192330051731,0.0599263719664225
"853","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",34.42,"37.27",7.37,"5.126",2.953,2.512,"2.223","2.462","1.866",35.82,3.5,3.57850639663257,1.25276296849537,0.0632820798133951
"854","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",33.14,"39.23",6.98,"3.896",2.649,2.7,"2.115","1.877","1.802",36.06,3.15,3.58518421777517,1.14740245283754,0.0699599009560004
"855","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",35.09,"37.86",7.59,"5.068",3.232,1.811,"1.242","2.058","1.892",36.45,3.27,3.59594145845467,1.18478998490916,0.0807171416354966
"856","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",34.34,"39.12",8.21,"4.785",3.506,2.977,"2.229","2.331","2.107",36.65,3.74,3.60141342833266,1.31908561142644,0.0861891115134896
"857","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",35.48,"39.48",7.88,"4.142",2.987,3.084,"2.678","2","1.99",37.43,3.54,3.62247252191634,1.26412672714568,0.107248205097167
"858","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",36.17,"40.78",9.78,"6.148",4.442,3.599,"3.147","2.94","2.426",38.41,4.64,3.64831784235781,1.53471436623816,0.133093525538643
"859","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",37.31,"40.02",7.95,"3.846",3.298,3.566,"2.979","2.518","1.969",38.64,3.73,3.65428800934432,1.31640823365572,0.139063692525146
"860","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",37.22,"40.42",8.36,"4.495",2.943,2.528,"3.395","2.622","1.577",38.79,3.7,3.65816248145188,1.30833281965018,0.142938164632705
"861","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",37.01,"40.94",7.53,"3.636",3.008,3.205,"2.756","2.665","2.113",38.93,3.56,3.66176516162236,1.26976054486394,0.146540844803194
"862","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",37.15,"41.05",4.098,"3.935",3.122,2.448,"2.608","1.589","1.409",39.05,2.74,3.6648428762857,1.00795792039998,0.149618559466524
"863","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",37.97,"40.69",8.14,"3.806",1.693,2.549,"2.008","2.199","2.357",39.31,3.25,3.67147893943377,1.17865499634165,0.156254622614598
"864","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",37.24,"42",8.34,"4.643",3.425,3.705,"3.111","3.121","1.761",39.55,4.02,3.67756569421366,1.39128190263093,0.162341377394492
"865","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",39.38,"41.21",7.55,"n/a",4.059,3.284,"2.834","2.552","2.385",40.28,3.78,3.69585506785036,1.3297240096315,0.180630751031191
"866","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",38.17,"43.29",8.73,"n/a",3.273,2.881,"2.572","2.513","1.59",40.65,3.59,3.70499883599382,1.27815220250019,0.189774519174649
"867","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",39.22,"42.94",8.82,"4.366",3.286,3.216,"3.553","2.729","2.434",41.04,4.06,3.71454720086251,1.40118297361364,0.199322884043343
"868","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",41.17,"41.66",11.24,"5.513",4.303,3.256,"3.339","2.854","1.702",41.41,4.6,3.72352239755748,1.52605630349505,0.208298080738305
"869","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",39.84,"43.28",10.47,"7.813",6.333,6.18,"4.579","3.44","2.436",41.52,5.89,3.72617523885763,1.7732559976635,0.210950922038462
"870","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",40.24,"43.41",9.83,"6.421",3.942,2.962,"3.381","2.655","2.07",41.79,4.47,3.73265707645982,1.49738840862548,0.217432759640653
"871","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",39.94,"43.77",12.03,"7.118",5.24,4.098,"4.686","3.327","3.279",41.81,5.68,3.73313554536847,1.73695123273306,0.217911228549303
"872","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",41.31,"43.71",11.84,"8.277",5.101,4.066,"3.39","2.857","2.185",42.49,5.39,3.74926875412672,1.68454538492091,0.23404443730755
"873","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",40.92,"44.28",8.91,"5.586",5.393,4.911,"3.645","3.857","2.737",42.57,5.01,3.75114977984006,1.61143591509677,0.23592546302089
"874","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",41.2,"44.05",7.5,"4.488",2.487,2.102,"2.718","2.41","2.076",42.6,3.4,3.75185425327532,1.22377543162212,0.236629936456154
"875","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",42.4,"43.25",10.99,"7.656",5.621,4.416,"3.541","3.314","3.614",42.82,5.59,3.75700528316154,1.72097928716701,0.241780966342366
"876","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",42.66,"45.11",9.25,"n/a",4.544,4.054,"3.87","3.239","2.674",43.87,4.61,3.78123071517812,1.52822785700856,0.266006398358952
"877","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",44.78,"48.08",9.93,"6.11",5,3.621,"2.851","2.428","2.372",46.4,4.62,3.83729945923221,1.53039470509365,0.322075142413039
"878","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",44.14,"49.03",8.38,"6.189",5.063,4.37,"3.373","2.812","1.988",46.52,4.6,3.83988232765046,1.52605630349505,0.324658010831293
"879","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",44.94,"50.06",8.67,"6.095",6.007,5.281,"3.334","3.114","2.925",47.43,5.06,3.85925493988949,1.62136648329937,0.344030623070319
"880","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",45.06,"51.39",11.09,"6.336",5.734,4.244,"4.038","3.119","2.752",48.12,5.33,3.87369789110648,1.67335123817775,0.358473574287307
"881","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",51.3,"53.68",13.15,"9.117",6.568,5.145,"4.367","3.759","3.34",52.48,6.49,3.96043214463583,1.870262530716,0.445207827816663
"882","Veneridae","Chione","californiensis","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.135759","2013",51.82,"55.19",12.67,"8.297",5.59,4.597,"3.831","3.977","2.872",53.48,5.98,3.97930775223374,1.78842056796254,0.464083435414572
"883","Veneridae","Chionista","fluctifraga","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.13576","2013",58.83,"59.11",12.31,"7.909",7.242,5.899,"6.496","6.304","6.339",58.97,7.5,4.07702884001241,2.01490302054226,0.207995030863164
"884","Veneridae","Chionista","fluctifraga","Pleistocene","Cesar Chavez Community College","San Diego","SDMNH","6723.13576","2013",56.36,"64.97",10.41,"4.641",5.371,4.775,"4.893","4.011","2.964",60.51,5.3,4.10280864063423,1.66770682055808,0.23377483148498
"885","Veneridae","Leukoma","staminea","Pleistocene","Sewer &AC Water Group 752","San Diego","SDMNH","6821.141529","2015",15.02,"16.82",2.37,"0.621",0.622,0.366,"0.793","0.814","0.762",15.89,0.91,2.76568998054862,-0.0943106794712413,-0.663480890179465
"886","Veneridae","Leukoma","staminea","Pleistocene","Sewer &AC Water Group 752","San Diego","SDMNH","6821.141529","2015",23.94,"28.95",3.73,"1.041",0.833,0.881,"1.165","1.039","0.8",26.33,1.36,3.27070897350822,0.307484699747961,-0.158461897219871
"887","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.146125","2016",26.84,"28.46",8.18,"5.065",3,2.73,"2.803","2.628","2.135",27.64,3.79,3.31926399889947,1.33236601909433,-0.195960317919702
"888","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.14613","2016",26.79,"29.91",8.27,"4.988",3.423,2.675,"3.066","2.605","2.373",28.31,3.91,3.34321509912381,1.36353737399727,-0.172009217695363
"889","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.146125","2016",26.41,"31.21",7.53,"3.48",2.014,2.283,"2.167","1.774","1.37",28.71,2.95,3.35724549413297,1.08180517035173,-0.157978822686198
"890","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.14613","2016",27.18,"30.83",7.5,"3.012",2.468,2.197,"2.106","2.17","1.547",28.95,3,3.365570204019,1.09861228866811,-0.149654112800166
"891","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.14613","2016",28.65,"31.03",8.9,"4.531",2.779,2.514,"2.608","2.914","2.099",29.82,3.76,3.39517930933659,1.3244189574018,-0.120045007482578
"892","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.14613","2016",28.47,"31.31",8.16,"4.164",3.668,3.339,"3.193","2.333","1.48",29.86,3.76,3.39651979211104,1.3244189574018,-0.118704524708126
"893","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.14613","2016",29.06,"31.23",7.66,"4.671",2.914,3.08,"2.238","1.831","2.176",30.13,3.51,3.40552135314221,1.25561603747777,-0.109702963676961
"894","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.146125","2016",28.83,"31.66",6.85,"4.669",3.329,2.688,"2.221","2.079","1.734",30.21,3.37,3.40817299539858,1.21491274436427,-0.10705132142059
"895","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.14613","2016",28.85,"32.14",7.3,"3.47",2.52,1.916,"1.781","1.925","1.659",30.45,2.94,3.41608599415591,1.07840958135059,-0.099138322663265
"896","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.14613","2016",28.72,"32.54",7.98,"3.761",3.247,2.681,"2.825","2.55","1.772",30.57,3.55,3.42001913590274,1.26694760348732,-0.0952051809164276
"897","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.14613","2016",29.89,"31.93",8.4,"4.94",3.6622,3.063,"2.52","2.191","1.295",30.89,3.72,3.43043250693049,1.31372366828506,-0.0847918098886806
"898","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.14613","2016",30.37,"32.42",9.2,"6.154",4.362,3.364,"2.804","2.159","2.159",31.38,4.31,3.44617074730489,1.46093790411566,-0.0690535695142844
"899","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.14613","2016",29.91,"33.59",7.07,"4.085",2.891,2.627,"2.811","2.477","1.708",31.7,3.38,3.45631668088323,1.21787570949493,-0.058907635935936
"900","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.14613","2016",30.59,"32.97",8.18,"5.242",3.339,2.924,"2.955","2.575","1.509",31.76,3.82,3.45820763637894,1.34025042261848,-0.0570166804402357
"901","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.146125","2016",31.31,"32.65",8.3,"4.774",3.518,2.436,"2.441","2.025","1.783",31.97,3.61,3.46479796307175,1.28370777234479,-0.0504263537474205
"902","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.14613","2016",30.69,"33.61",7.83,"4.383",3.142,2.554,"2.587","2.009","1.12",32.12,3.38,3.46947888907856,1.21787570949493,-0.0457454277406097
"903","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.14613","2016",30.23,"34.37",7.98,"5.369",4.294,3.07,"2.551","2.657","1.978",32.23,3.99,3.47289769582735,1.38379123090177,-0.0423266209918243
"904","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.14613","2016",30.81,"33.98",7.36,"4.378",3.04,2.282,"2.249","2.224","1.533",32.36,3.3,3.47692309219029,1.19392246847243,-0.0383012246288801
"905","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.146125","2016",31.88,"33.83",7.04,"4.445",3.492,3.011,"2.539","1.971","2.044",32.84,3.51,3.49164728458423,1.25561603747777,-0.0235770322349431
"906","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.146125","2016",32.6,"34.07",8.19,"5.542",3.646,2.845,"2.852","2.618","2.48",33.33,4.02,3.50645789231965,1.39128190263093,-0.0087664244995227
"907","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.146125","2016",31.41,"35.61",8.71,"4.838",2.907,2.57,"2.162","2.283","1.912",33.44,3.63,3.5097527882165,1.28923264827676,-0.00547152860267008
"908","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.146125","2016",33.07,"33.92",8.24,"4.904",3.084,2.693,"2.842","2.921","1.858",33.49,3.79,3.51124688680611,1.33236601909433,-0.0039774300130575
"909","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.146125","2016",32.67,"34.76",7.91,"4.224",2.754,2.657,"2.106","2.166","1.83",33.7,3.38,3.51749783735832,1.21787570949493,0.00227352053914531
"910","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.146125","2016",32.36,"35.28",8.63,"4.545",3.094,2.644,"3.145","2.28","0.812",33.79,3.59,3.5201649007262,1.27815220250019,0.00494058390702756
"911","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.146125","2016",33.26,"35.28",7.79,"5.132",3.547,3.156,"2.352","2.538","1.876",34.26,3.77,3.53397849289597,1.32707500145992,0.0187541760768029
"912","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.146125","2016",33.67,"35.82",8.19,"5.279",4.083,3.287,"2.495","2.204","1.642",34.73,3.88,3.54760386675598,1.35583515363518,0.0323795499368118
"913","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.146125","2016",33.29,"37.07",7.53,"4.18",3.06,2.393,"2.447","2.117","1.476",35.13,3.31,3.55905546627774,1.19694818938897,0.043831149458565
"914","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.146125","2016",34.13,"36.97",9.37,"5.974",3.731,3.165,"3.061","2.88","2.313",35.52,4.36,3.57009591812397,1.47247205736094,0.0548716013047987
"915","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.146125","2016",33.89,"37.24",7.9,"4.954",3.733,3.08,"2.542","2.212","1.406",35.53,3.69,3.57037741003294,1.30562645805244,0.0551530932137649
"916","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.146125","2016",33.59,"37.97",7.88,"3.449",2.734,2.367,"2.627","2.465","1.717",35.71,3.32,3.57543076160636,1.1999647829284,0.0602064447871862
"917","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.146125","2016",34.19,"37.66",10.53,"5.54",4.38,3.687,"3.428","2.812","2.468",35.88,4.69,3.5801800371906,1.54543258245819,0.0649557203714246
"918","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.146125","2016",34.41,"37.54",9.65,"5.523",3.553,2.616,"2.531","2.67","1.226",35.94,3.97,3.58185088135541,1.3787660946991,0.066626564536242
"919","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.146125","2016",35.45,"38.27",8.01,"n/a",2.692,2.202,"2.679","1.989","1.484",36.83,3.18,3.60631273045697,1.15688119679209,0.0910884136378032
"920","Veneridae","Chione","californiensis","Pleistocene","Raker beam footing, SD City Fires Station no. 2 (Bayside Fire Station), SE corner of Pacific Hwy & Cedar St., Little Italy, San Diego","San Diego","SDMNH","7144.146125","2016",34.64,"39.56",9.01,"5.187",4.436,3.655,"3.317","2.344","1.895",37.02,4.26,3.61145830714535,1.44926916028128,0.0962339903261809
